t,latitude,longitude,altitude
0,39.38997587351693,-8.289534511253942,105.69037561515763
0.01,39.38998882125783,-8.289580160732331,107.79756944618869
0.02,39.39002180245182,-8.289553353677764,107.54240599734207
0.03,39.390009971766496,-8.289557707402775,105.60622926783093
0.04,39.38998269604852,-8.289518438742586,108.26283020109983
0.05,39.3900202526489,-8.28953449643458,104.81081170615798
0.06,39.390020164715054,-8.289540222345941,107.40018167109122
0.07,39.39002686320729,-8.28950345231576,109.44608867379519
0.08,39.389992377946726,-8.289539195988544,106.20501613527837
0.09,39.38997984099838,-8.289520383454722,108.89602246275902
0.1,39.3899888139954,-8.289570399315714,107.4627752128108
0.11,39.389991128468516,-8.289540026955175,107.8146747101218
0.12,39.38999092897649,-8.289540312298108,107.37697727314735
0.13,39.389992177906834,-8.289555659537639,104.25249187756582
0.14,39.39002252285286,-8.289583570774186,107.5164766805394
0.15,39.38997278184699,-8.289529246391176,106.9276095840312
0.16,39.389994495294964,-8.289539753511065,106.71438301440561
0.17,39.38999803151977,-8.289544628566938,104.08495426035104
0.18,39.39000586243097,-8.28953230476538,110.02163358125371
0.19,39.390007231561334,-8.289563718483807,105.3418584121143
0.2,39.39003822943602,-8.289522944736705,106.21149009917559
0.21,39.38999525678123,-8.289526613013587,107.4397267193841
0.22,39.38997383872067,-8.289533343267845,109.04589867674547
0.23,39.39000316757163,-8.289545863528756,106.69240025072303
0.24,39.38999795435527,-8.289527328511701,105.71698208701514
0.25,39.390024870249896,-8.289575148130487,109.44138717500434
0.26,39.389994859928215,-8.289556047751022,109.41266849712673
0.27,39.38998874594934,-8.289544499144453,108.05709693433066
0.28,39.39000695598326,-8.28953337518345,109.89697157989535
0.29,39.3900433143139,-8.28957347236734,107.1830020032789
0.3,39.39000135759956,-8.289556009721045,112.94120647114
0.31,39.39000171918079,-8.289533709733,105.53965201942503
0.32,39.390027874081774,-8.2895153709548,107.62126654103393
0.33,39.39001845168506,-8.289565408230382,108.85267565337297
0.34,39.38999017506436,-8.289557927246015,112.3029907710688
0.35000000000000003,39.390020324296096,-8.289506331776064,111.41639245216744
0.36,39.38998083838176,-8.289506156072731,109.05221418263882
0.37,39.39000403132814,-8.289548623505532,110.25578490602315
0.38,39.39001749160023,-8.289538578952735,107.55569169041945
0.39,39.39000748890976,-8.289547959738755,110.2783692253455
0.4,39.39004041270075,-8.289514746400297,110.34104142009012
0.41000000000000003,39.38999819313871,-8.28956861370015,111.85146250090166
0.42,39.3899855387176,-8.289540581685362,110.52846180490465
0.43,39.39002665489682,-8.289523884482328,112.98774645968689
0.44,39.38998442053718,-8.28955085698857,111.39904903682515
0.45,39.39001470625504,-8.289549332879625,109.71170880099538
0.46,39.3899832783319,-8.289539567910412,112.96080590319707
0.47000000000000003,39.39000063471699,-8.289526693263069,114.43735406715935
0.48,39.39004791447763,-8.289527729206522,112.78376221303071
0.49,39.38998487546691,-8.289533128856064,108.90603856833316
0.5,39.38999358838973,-8.289531024672376,111.68594028789327
0.51,39.38998436835831,-8.28953068993023,112.51654756853546
0.52,39.38997892396726,-8.289565355107573,111.8532017810695
0.53,39.39003337480875,-8.2895441696989,118.3717359050847
0.54,39.38999588327137,-8.289534417475583,114.56126838763379
0.55,39.39003827476543,-8.289532166529366,115.46979114341521
0.56,39.390012678190985,-8.289552094141833,117.55103067275833
0.5700000000000001,39.38999827399923,-8.289541735350797,114.25288663933732
0.58,39.390021316164386,-8.289555400619875,116.31686486989403
0.59,39.39002809261474,-8.289549804169345,118.20965481072997
0.6,39.38999328641074,-8.289546201124324,116.76408980957372
0.61,39.3900266174718,-8.289509167287061,119.98705642199087
0.62,39.389975999985566,-8.289573746301743,118.38560360057443
